PGTV_Dose,PGTV_Vol_means,PGTV_Vol_vars,PGTV_Vol_maxs,PGTV_Vol_mins,GTV_Dose,GTV_Vol_means,GTV_Vol_vars,GTV_Vol_maxs,GTV_Vol_mins,PTV_Dose,PTV_Vol_means,PTV_Vol_vars,PTV_Vol_maxs,PTV_Vol_mins,CTV_Dose,CTV_Vol_means,CTV_Vol_vars,CTV_Vol_maxs,CTV_Vol_mins,Femoral Head_Dose,Femoral Head_Vol_means,Femoral Head_Vol_vars,Femoral Head_Vol_maxs,Femoral Head_Vol_mins,Bladder_Dose,Bladder_Vol_means,Bladder_Vol_vars,Bladder_Vol_maxs,Bladder_Vol_mins,Body_Dose,Body_Vol_means,Body_Vol_vars,Body_Vol_maxs,Body_Vol_mins
0.99,100,0,100,100,0.99,100,0,100,100,0.99,100,0,100,100,0.99,100,0,100,100,0.99,98.826393,2.270660848,100,93.49531145,0.99,100,0,100,100,0.99,81.38646441,10.87674743,98.82062301,58.11902547
1,100,0,100,100,1,100,0,100,100,1,100,0,100,100,1,100,0,100,100,1,98.77508353,2.357397722,100,93.20193245,1,100,0,100,100,1,81.20755649,10.8986146,98.77519161,57.98718122
1.01,100,0,100,100,1.01,100,0,100,100,1.01,100,0,100,100,1.01,100,0,100,100,1.01,98.72317823,2.44487312,100,92.9060822,1.01,100,0,100,100,1.01,81.03087874,10.91961212,98.7287147,57.85683817
1.02,100,0,100,100,1.02,100,0,100,100,1.02,100,0,100,100,1.02,100,0,100,100,1.02,98.6706726,2.533656271,100,92.60560929,1.02,100,0,100,100,1.02,80.8564221,10.93996035,98.68105789,57.72815986
1.03,100,0,100,100,1.03,100,0,100,100,1.03,100,0,100,100,1.03,100,0,100,100,1.03,98.61766603,2.623236874,100,92.30592795,1.03,100,0,100,100,1.03,80.68423347,10.95980456,98.63307388,57.60122416
1.04,100,0,100,100,1.04,100,0,100,100,1.04,100,0,100,100,1.04,100,0,100,100,1.04,98.56391871,2.714033439,100,92.00581119,1.04,100,0,100,100,1.04,80.51414263,10.97903271,98.58383317,57.47593115
1.05,100,0,100,100,1.05,100,0,100,100,1.05,100,0,100,100,1.05,100,0,100,100,1.05,98.50962665,2.805823078,100,91.70700186,1.05,100,0,100,100,1.05,80.34597008,10.99755397,98.53332484,57.35259655
1.06,100,0,100,100,1.06,100,0,100,100,1.06,100,0,100,100,1.06,100,0,100,100,1.06,98.45486425,2.89858227,100,91.40979956,1.06,100,0,100,100,1.06,80.17978504,11.01530682,98.4816667,57.23142765
1.07,100,0,100,100,1.07,100,0,100,100,1.07,100,0,100,100,1.07,100,0,100,100,1.07,98.39942203,2.992777893,100,91.11152679,1.07,100,0,100,100,1.07,80.01539795,11.03239576,98.4294331,57.11172234
1.08,100,0,100,100,1.08,100,0,100,100,1.08,100,0,100,100,1.08,100,0,100,100,1.08,98.34378137,3.08789419,100,90.81123824,1.08,100,0,100,100,1.08,79.85268341,11.04858566,98.37619134,56.99370949
